amount,history,high_amount,frequent_claims,domain_health,domain_vehicle,domain_life,domain_financial,non_network,high_damage,early_policy,income_mismatch,fraud
61012,0,0,0,1,0,0,0,0,0,0,0,0
90794,0,0,0,0,0,0,1,0,0,0,0,0
13800,0,0,0,0,1,0,0,0,0,0,1,0
19417,0,0,0,0,1,0,0,0,0,0,1,0
9784,0,0,0,0,0,0,1,0,0,0,0,0
20760,0,0,0,0,0,0,1,0,0,0,0,0
71462,0,0,0,0,0,0,1,0,0,0,0,0
212619,1,1,0,0,0,0,1,0,1,0,0,0
78535,0,0,0,1,0,0,0,0,0,0,0,0
155743,2,1,0,0,0,0,1,0,1,0,0,0
78643,0,0,0,0,1,0,0,0,1,0,0,0
43264,0,0,0,0,0,1,0,0,0,0,0,0
52027,1,0,0,1,0,0,0,0,0,0,0,0
74533,0,0,0,0,0,1,0,1,0,0,0,0
70797,2,0,0,1,0,0,0,0,0,0,0,0
156142,2,1,0,0,0,1,0,0,1,0,0,0
44104,0,0,0,0,1,0,0,1,0,0,0,0
59344,0,0,0,0,1,0,0,0,0,0,0,0
296390,1,1,0,0,0,1,0,0,0,0,0,0
133234,0,1,0,0,1,0,0,0,0,0,0,0
39676,0,0,0,0,0,0,1,0,0,0,0,0
43697,1,0,0,1,0,0,0,1,0,0,0,0
6173,0,0,0,0,0,0,1,1,0,1,0,1
46713,0,0,0,0,0,1,0,0,0,0,0,0
182089,3,1,0,0,0,0,1,0,1,0,0,0
330426,0,1,0,0,0,0,1,0,0,0,0,0
14658,0,0,0,0,0,0,1,0,0,0,0,0
55718,0,0,0,0,1,0,0,1,0,0,1,0
50187,0,0,0,0,1,0,0,1,1,0,0,0
176312,0,1,0,0,0,1,0,1,0,0,0,0
37960,2,0,0,0,1,0,0,0,0,0,0,0
13716,0,0,0,1,0,0,0,0,1,0,1,0
194126,0,1,0,0,1,0,0,1,0,0,0,0
75798,0,0,0,0,0,0,1,0,0,0,0,0
28940,0,0,0,0,1,0,0,0,0,0,0,0
79499,3,0,0,0,0,0,1,0,0,0,0,0
5364,0,0,0,0,0,1,0,0,0,0,0,0
20796,1,0,0,0,0,1,0,0,1,0,0,0
27224,0,0,0,0,0,0,1,1,0,0,1,1
72585,0,0,0,1,0,0,0,0,0,0,0,0
144668,0,1,0,1,0,0,0,0,1,0,1,0
14989,1,0,0,0,0,0,1,0,0,0,0,0
157737,0,1,0,0,1,0,0,0,0,0,0,0
185874,0,1,0,1,0,0,0,1,0,0,0,0
66970,0,0,0,1,0,0,0,0,0,0,0,0
76556,0,0,0,0,1,0,0,0,0,0,0,0
41529,1,0,0,0,0,0,1,0,0,0,0,0
62321,1,0,0,0,0,0,1,0,0,0,0,0
71483,2,0,0,1,0,0,0,0,1,0,1,0
261595,0,1,0,1,0,0,0,0,0,0,0,1
77554,0,0,0,0,0,1,0,0,0,0,0,0
46096,0,0,0,0,1,0,0,1,0,0,0,0
197361,0,1,0,0,1,0,0,0,0,0,0,0
133500,0,1,0,0,0,0,1,0,0,0,0,0
54017,0,0,0,0,0,1,0,0,0,0,0,0
6096,0,0,0,0,1,0,0,0,0,0,0,0
26614,0,0,0,1,0,0,0,0,0,0,0,0
53059,0,0,0,0,0,1,0,0,0,0,0,0
69618,2,0,0,0,0,0,1,0,0,0,0,0
48172,0,0,0,0,0,1,0,0,0,0,0,0
132184,4,1,1,0,0,1,0,1,0,0,0,0
60050,1,0,0,0,0,0,1,0,0,0,0,0
13242,0,0,0,0,1,0,0,0,0,0,0,0
62676,0,0,0,1,0,0,0,0,0,0,0,0
127889,0,1,0,0,0,1,0,0,0,0,1,0
44366,1,0,0,0,0,0,1,0,0,0,0,0
5906,0,0,0,0,0,0,1,0,0,0,0,0
26488,0,0,0,1,0,0,0,0,0,0,0,0
58067,0,0,0,0,1,0,0,0,0,0,0,0
62579,0,0,0,0,1,0,0,0,1,0,0,0
37946,1,0,0,1,0,0,0,0,0,0,0,0
73848,0,0,0,1,0,0,0,0,0,0,0,0
138007,0,1,0,1,0,0,0,0,0,1,0,0
25280,0,0,0,0,1,0,0,0,1,0,0,0
410663,2,1,0,1,0,0,0,0,0,0,0,0
44876,0,0,0,0,1,0,0,0,0,0,0,0
53080,0,0,0,0,0,0,1,0,0,0,0,0
71631,1,0,0,0,0,0,1,0,0,0,0,0
32376,0,0,0,0,0,0,1,1,1,0,0,0
71333,0,0,0,0,0,1,0,0,0,0,0,0
21719,0,0,0,0,0,0,1,0,0,0,0,0
18674,0,0,0,1,0,0,0,0,1,0,0,0
30311,1,0,0,0,1,0,0,1,0,0,0,0
72291,1,0,0,0,0,0,1,0,1,0,0,0
73440,0,0,0,0,0,1,0,0,1,0,0,0
47541,0,0,0,0,0,1,0,0,0,0,0,0
20640,0,0,0,0,1,0,0,0,0,0,0,0
58261,3,0,0,0,0,0,1,0,0,0,0,0
61485,0,0,0,0,1,0,0,0,0,0,0,0
55150,0,0,0,0,0,1,0,0,0,0,0,0
58285,2,0,0,0,1,0,0,1,0,0,0,0
119098,1,1,0,1,0,0,0,0,1,0,0,0
41435,1,0,0,0,1,0,0,0,0,0,0,0
40748,0,0,0,0,0,0,1,0,0,0,0,0
129498,1,1,0,0,0,1,0,0,1,0,0,0
61648,0,0,0,1,0,0,0,0,0,0,1,0
41748,1,0,0,0,1,0,0,1,0,0,0,0
52880,3,0,0,0,0,0,1,0,0,0,0,0
121943,1,1,0,0,1,0,0,0,0,0,0,0
52263,1,0,0,0,0,0,1,0,0,0,0,0
28828,1,0,0,1,0,0,0,0,1,0,0,0
187915,0,1,0,0,1,0,0,0,0,1,0,0
70875,3,0,0,1,0,0,0,0,0,0,0,0
173646,0,1,0,0,0,1,0,0,0,1,0,1
73790,0,0,0,0,0,1,0,0,1,0,0,0
12612,0,0,0,1,0,0,0,0,0,0,0,0
82214,1,0,0,1,0,0,0,0,0,0,0,0
79327,1,0,0,1,0,0,0,0,0,0,0,0
86170,0,0,0,1,0,0,0,0,0,0,0,0
64522,2,0,0,0,0,0,1,0,0,0,0,0
63470,0,0,0,0,1,0,0,0,0,0,0,0
46719,0,0,0,1,0,0,0,1,0,0,0,0
71728,0,0,0,0,0,1,0,0,0,0,0,0
106011,0,1,0,0,0,1,0,1,0,0,0,0
75480,0,0,0,0,0,0,1,1,0,0,0,0
35395,1,0,0,0,0,1,0,0,0,0,0,0
32303,2,0,0,0,0,0,1,0,1,1,0,0
309249,1,1,0,0,0,0,1,0,0,1,1,1
53869,0,0,0,0,0,1,0,0,0,0,0,0
172932,0,1,0,0,0,0,1,0,0,0,0,0
62927,0,0,0,1,0,0,0,0,0,0,0,0
44302,1,0,0,1,0,0,0,0,0,0,0,0
21433,0,0,0,0,1,0,0,0,0,0,0,0
55393,1,0,0,1,0,0,0,0,0,0,1,0
46084,1,0,0,1,0,0,0,1,0,0,0,0
135492,0,1,0,0,1,0,0,1,0,0,0,0
43504,0,0,0,0,0,0,1,0,0,0,0,0
94423,0,0,0,0,0,0,1,0,0,0,0,0
25702,1,0,0,0,0,1,0,0,0,0,1,0
123846,0,1,0,0,1,0,0,0,1,1,0,0
44412,0,0,0,0,1,0,0,0,0,0,0,0
17162,0,0,0,0,1,0,0,0,0,0,0,0
62778,0,0,0,0,0,1,0,0,0,0,0,0
32017,0,0,0,0,1,0,0,0,1,0,1,0
17755,0,0,0,1,0,0,0,0,0,0,0,0
61074,1,0,0,1,0,0,0,0,0,0,0,0
70824,0,0,0,0,1,0,0,0,0,0,0,0
83579,0,0,0,0,0,1,0,0,0,0,0,0
73066,0,0,0,0,1,0,0,0,0,0,0,0
8608,0,0,0,0,0,0,1,0,0,0,0,0
27847,0,0,0,0,1,0,0,0,1,0,0,0
44882,0,0,0,0,0,1,0,0,0,0,0,0
12144,1,0,0,0,0,1,0,0,0,0,0,0
66852,1,0,0,0,0,1,0,0,0,0,0,0
56129,3,0,0,1,0,0,0,0,0,1,0,0
171484,0,1,0,0,0,0,1,0,0,0,0,0
77278,2,0,0,0,0,0,1,0,0,0,1,1
25532,1,0,0,0,0,1,0,1,0,0,0,0
48060,0,0,0,0,0,1,0,0,0,0,0,0
76614,1,0,0,0,1,0,0,0,0,0,0,0
32291,0,0,0,0,1,0,0,0,0,0,0,0
23341,0,0,0,1,0,0,0,0,0,1,0,0
47377,1,0,0,0,0,0,1,0,0,0,0,0
44396,0,0,0,1,0,0,0,0,0,0,0,0
58739,0,0,0,0,0,0,1,0,0,0,1,1
37361,0,0,0,1,0,0,0,0,0,0,0,0
343461,0,1,0,0,1,0,0,0,0,0,0,1
91946,0,0,0,0,0,1,0,0,0,0,0,0
95606,0,0,0,0,0,0,1,0,0,0,0,0
48139,0,0,0,0,0,1,0,0,0,0,0,0
76243,0,0,0,1,0,0,0,0,0,0,0,0
45558,2,0,0,1,0,0,0,0,1,0,0,0
74942,0,0,0,1,0,0,0,0,0,0,1,0
43609,2,0,0,0,0,1,0,0,0,0,0,0
24890,0,0,0,0,0,1,0,0,0,0,0,0
58283,0,0,0,0,1,0,0,0,0,0,0,0
88520,2,0,0,0,0,0,1,0,0,1,0,0
216056,0,1,0,0,1,0,0,0,0,0,0,0
191638,5,1,1,0,0,1,0,0,0,0,0,0
10614,0,0,0,1,0,0,0,1,0,0,0,0
72102,0,0,0,0,0,1,0,0,0,1,0,0
75293,0,0,0,1,0,0,0,0,0,0,0,0
25319,0,0,0,0,1,0,0,0,0,0,0,0
152645,0,1,0,1,0,0,0,0,0,0,0,0
63064,2,0,0,0,0,1,0,0,0,0,0,0
65864,0,0,0,1,0,0,0,0,1,0,0,0
21547,1,0,0,1,0,0,0,0,1,0,0,0
71838,1,0,0,1,0,0,0,1,0,0,0,0
20126,1,0,0,0,1,0,0,0,0,1,0,0
50151,2,0,0,0,0,1,0,0,0,0,0,0
11401,1,0,0,0,0,0,1,0,0,0,0,0
10666,0,0,0,0,0,1,0,0,0,0,0,0
7686,0,0,0,0,0,1,0,0,0,0,0,0
6199,0,0,0,0,1,0,0,0,0,0,0,0
48384,0,0,0,0,1,0,0,1,0,0,1,0
54653,0,0,0,0,0,0,1,0,0,0,0,0
34129,1,0,0,0,0,1,0,0,0,0,0,0
18003,0,0,0,1,0,0,0,1,0,0,0,0
130128,1,1,0,0,1,0,0,0,1,1,1,0
44592,0,0,0,0,1,0,0,1,0,0,0,0
34582,0,0,0,0,1,0,0,0,0,0,0,0
41801,1,0,0,0,0,1,0,0,0,0,1,0
125105,1,1,0,0,0,1,0,1,0,0,0,0
42961,0,0,0,0,0,1,0,0,0,0,0,0
167828,0,1,0,1,0,0,0,0,1,0,0,0
47094,0,0,0,0,1,0,0,0,0,0,0,0
67629,1,0,0,0,0,0,1,0,0,0,0,0
53186,0,0,0,0,0,1,0,1,0,0,0,0
112198,0,1,0,0,0,1,0,0,1,0,0,0
32353,0,0,0,0,0,0,1,0,1,0,0,0
148654,0,1,0,0,0,1,0,0,0,0,0,0
128339,0,1,0,0,1,0,0,0,0,0,0,0
402324,1,1,0,0,0,1,0,1,0,0,0,0
82841,0,0,0,0,0,1,0,0,0,1,0,0
87108,2,0,0,0,1,0,0,0,0,0,0,0
40296,2,0,0,0,1,0,0,0,0,0,0,0
5819,0,0,0,0,0,0,1,0,0,0,0,0
74428,0,0,0,0,1,0,0,0,0,0,0,0
56735,0,0,0,0,0,1,0,0,0,0,0,0
188192,0,1,0,0,1,0,0,0,1,1,0,0
64160,1,0,0,0,1,0,0,0,1,1,0,0
48983,1,0,0,0,1,0,0,0,1,0,0,0
29614,0,0,0,1,0,0,0,0,0,1,0,0
50217,1,0,0,0,0,0,1,0,0,0,0,0
13930,0,0,0,1,0,0,0,0,0,0,0,0
33474,0,0,0,1,0,0,0,0,0,0,0,0
64087,0,0,0,0,0,0,1,0,1,0,0,0
18478,0,0,0,0,1,0,0,0,0,0,0,0
73329,0,0,0,0,0,0,1,0,0,0,1,1
75663,0,0,0,0,1,0,0,0,0,0,0,0
55842,0,0,0,0,1,0,0,0,0,0,0,0
32265,0,0,0,0,0,0,1,1,0,0,0,0
14126,1,0,0,0,1,0,0,0,0,0,0,0
199965,0,1,0,0,0,0,1,1,1,0,0,0
20198,0,0,0,0,0,0,1,0,0,0,0,0
15871,0,0,0,1,0,0,0,0,0,0,0,0
170667,1,1,0,0,0,0,1,1,0,0,0,0
57266,0,0,0,0,0,0,1,0,0,0,0,0
41903,3,0,0,0,1,0,0,1,0,0,0,0
6741,0,0,0,0,0,1,0,0,0,0,0,0
57031,1,0,0,1,0,0,0,1,0,0,0,0
77916,2,0,0,0,0,1,0,0,0,0,0,0
16965,1,0,0,0,0,0,1,0,1,1,0,0
92008,3,0,0,1,0,0,0,1,0,0,0,0
461126,1,1,0,0,1,0,0,0,0,0,0,1
121894,0,1,0,0,0,0,1,0,0,0,1,1
367912,2,1,0,0,1,0,0,0,1,0,0,1
73986,1,0,0,1,0,0,0,0,0,0,0,0
35230,0,0,0,0,1,0,0,1,0,0,1,0
36777,1,0,0,0,0,0,1,0,0,0,0,0
193405,1,1,0,0,0,1,0,0,0,0,0,0
32799,1,0,0,0,0,1,0,0,0,0,0,0
98341,1,0,0,1,0,0,0,0,0,0,0,0
67746,0,0,0,1,0,0,0,1,0,0,0,0
57627,0,0,0,0,1,0,0,0,0,0,0,0
56796,5,0,1,0,0,0,1,0,0,0,0,1
67950,0,0,0,0,0,1,0,0,1,0,0,0
352519,0,1,0,1,0,0,0,0,0,0,1,0
125995,1,1,0,0,0,1,0,0,0,0,0,0
104069,0,1,0,1,0,0,0,0,0,0,0,0
157286,0,1,0,1,0,0,0,0,0,0,0,0
8009,0,0,0,0,1,0,0,0,0,0,0,0
70336,1,0,0,1,0,0,0,0,0,1,0,0
66547,3,0,0,0,0,0,1,0,0,0,0,0
168904,1,1,0,0,0,1,0,0,0,0,0,0
116790,0,1,0,0,0,1,0,0,0,0,0,0
51291,1,0,0,0,1,0,0,1,0,0,0,0
73750,0,0,0,0,0,0,1,1,1,0,0,0
376798,2,1,0,0,0,0,1,0,0,0,0,0
6073,0,0,0,0,0,0,1,0,0,0,0,0
50266,1,0,0,0,0,1,0,1,0,0,0,0
50022,0,0,0,1,0,0,0,0,0,0,0,0
178382,0,1,0,0,1,0,0,1,0,0,0,0
26871,0,0,0,1,0,0,0,0,0,0,0,0
69999,0,0,0,1,0,0,0,0,0,0,1,0
47490,0,0,0,1,0,0,0,0,1,0,0,0
29441,0,0,0,0,0,0,1,0,0,0,0,0
60466,1,0,0,0,0,0,1,0,0,0,0,0
6850,0,0,0,0,0,0,1,1,0,0,1,0
87774,0,0,0,0,0,0,1,0,0,0,0,0
312886,0,1,0,0,1,0,0,0,0,0,0,1
36757,0,0,0,0,1,0,0,0,0,0,0,0
66152,0,0,0,0,0,1,0,0,0,0,0,0
37601,0,0,0,0,1,0,0,0,0,0,0,0
58477,0,0,0,1,0,0,0,0,1,0,0,0
61015,0,0,0,0,1,0,0,0,0,0,0,0
138019,0,1,0,1,0,0,0,0,0,0,0,0
177056,1,1,0,0,0,1,0,0,0,0,0,0
77738,1,0,0,0,1,0,0,1,0,0,0,0
11229,0,0,0,1,0,0,0,0,0,0,0,0
60569,0,0,0,0,1,0,0,0,0,0,0,0
12878,0,0,0,0,1,0,0,0,0,0,0,0
168095,0,1,0,1,0,0,0,0,0,0,0,0
399426,1,1,0,0,0,0,1,0,0,0,0,0
142113,2,1,0,1,0,0,0,0,0,0,0,0
74348,0,0,0,0,1,0,0,0,1,0,0,0
56829,0,0,0,0,0,0,1,0,0,0,0,0
190946,0,1,0,0,0,0,1,0,0,0,0,0
17903,0,0,0,0,0,0,1,0,0,0,0,0
56246,2,0,0,1,0,0,0,0,0,1,0,0
18404,0,0,0,0,1,0,0,0,0,0,0,0
75601,5,0,1,0,0,0,1,0,1,0,0,0
34863,0,0,0,0,0,0,1,0,0,0,0,0
34236,0,0,0,1,0,0,0,0,0,0,0,0
21263,0,0,0,0,1,0,0,0,0,0,0,0
73241,1,0,0,0,0,0,1,0,0,0,0,0
76602,2,0,0,1,0,0,0,0,1,0,1,0
46075,0,0,0,0,0,0,1,0,1,0,0,0
44988,1,0,0,0,0,0,1,0,1,0,0,0
19919,1,0,0,0,1,0,0,0,0,0,0,0
20798,1,0,0,0,1,0,0,0,0,0,0,0
43778,0,0,0,0,1,0,0,0,0,1,0,0
41497,4,0,1,1,0,0,0,0,0,0,0,0
13751,1,0,0,0,1,0,0,0,1,0,0,0
95927,1,0,0,0,0,0,1,0,0,0,0,0
11910,1,0,0,0,0,0,1,0,0,0,0,0
75566,0,0,0,0,0,1,0,0,1,0,0,0
17182,0,0,0,0,1,0,0,0,0,0,0,0
34669,1,0,0,1,0,0,0,1,0,0,0,0
88038,0,0,0,0,1,0,0,1,0,0,0,0
77449,2,0,0,0,1,0,0,0,0,0,0,0
16909,0,0,0,0,0,0,1,0,0,0,0,0
13513,2,0,0,0,1,0,0,0,0,0,0,0
14253,0,0,0,1,0,0,0,0,0,0,0,0
136725,0,1,0,0,0,0,1,1,0,0,0,0
76010,1,0,0,1,0,0,0,0,0,0,0,0
29618,0,0,0,0,1,0,0,0,1,0,0,0
38344,1,0,0,0,0,0,1,0,0,0,0,0
40256,0,0,0,0,0,1,0,0,0,0,0,0
193459,0,1,0,0,0,0,1,0,1,0,0,0
21331,1,0,0,1,0,0,0,0,0,0,1,0
72678,3,0,0,0,0,0,1,0,0,0,0,0
161425,0,1,0,1,0,0,0,0,0,0,0,0
47702,0,0,0,0,0,1,0,0,0,0,0,0
32195,3,0,0,0,1,0,0,0,0,0,0,0
35058,0,0,0,0,0,0,1,0,0,0,0,0
96301,0,0,0,0,0,1,0,0,0,0,0,0
194628,1,1,0,0,1,0,0,0,0,0,0,0
30672,0,0,0,1,0,0,0,0,0,0,0,0
309259,0,1,0,1,0,0,0,0,1,0,0,0
130763,0,1,0,1,0,0,0,0,1,0,0,0
174205,0,1,0,0,0,0,1,0,0,0,0,0
196117,0,1,0,0,1,0,0,0,0,0,0,0
71773,1,0,0,0,0,1,0,1,1,0,0,0
463420,1,1,0,0,1,0,0,0,0,0,1,0
67301,0,0,0,0,0,0,1,0,0,0,0,0
180470,0,1,0,0,0,1,0,0,0,0,0,0
99662,0,0,0,0,0,1,0,0,0,1,0,0
97056,3,0,0,0,1,0,0,0,0,0,0,0
156665,5,1,1,0,1,0,0,0,0,0,0,0
63696,1,0,0,0,0,1,0,0,0,0,0,0
41787,1,0,0,0,0,0,1,0,0,0,0,0
13886,0,0,0,0,0,1,0,0,0,0,0,0
68069,1,0,0,0,0,1,0,0,0,0,0,0
36933,0,0,0,0,0,0,1,0,0,0,0,0
39400,0,0,0,1,0,0,0,0,0,0,0,0
70129,0,0,0,0,0,0,1,0,0,0,0,0
134841,1,1,0,0,0,1,0,0,0,1,0,1
12587,1,0,0,0,0,1,0,0,0,1,0,0
50241,1,0,0,1,0,0,0,0,0,0,0,0
234094,1,1,0,0,1,0,0,1,0,1,0,0
111740,4,1,1,0,0,0,1,0,0,0,0,0
37697,0,0,0,0,0,0,1,1,0,1,0,0
16527,1,0,0,0,0,0,1,0,0,0,0,0
45032,0,0,0,0,0,0,1,1,0,0,0,0
18497,0,0,0,0,0,1,0,1,1,0,0,0
21187,0,0,0,0,0,1,0,0,0,0,1,0
154511,1,1,0,0,0,0,1,1,0,0,0,0
51097,0,0,0,0,1,0,0,0,0,0,1,0
69663,1,0,0,0,0,1,0,0,0,0,0,0
99322,2,0,0,1,0,0,0,1,0,0,0,0
114536,0,1,0,0,0,1,0,0,0,0,0,0
39024,0,0,0,0,0,0,1,0,0,0,0,0
36149,0,0,0,0,0,0,1,0,1,0,0,0
6195,2,0,0,0,1,0,0,0,0,0,0,0
175718,0,1,0,1,0,0,0,1,0,0,0,1
78840,1,0,0,1,0,0,0,1,0,0,1,0
123434,1,1,0,1,0,0,0,0,0,0,0,0
24562,0,0,0,0,0,1,0,0,0,0,0,0
32481,0,0,0,0,1,0,0,1,0,0,0,0
57327,0,0,0,1,0,0,0,0,0,0,0,0
67596,0,0,0,0,1,0,0,0,0,0,0,0
13437,1,0,0,0,0,1,0,0,0,0,0,0
40156,1,0,0,0,0,1,0,0,0,0,0,0
86530,0,0,0,1,0,0,0,0,0,0,0,0
41802,0,0,0,0,1,0,0,0,0,0,0,0
11463,3,0,0,0,0,1,0,0,0,0,0,0
137492,1,1,0,0,0,1,0,0,0,0,0,0
25216,2,0,0,1,0,0,0,0,1,1,0,0
32028,0,0,0,1,0,0,0,0,0,0,0,0
127766,1,1,0,0,1,0,0,0,0,0,0,0
46946,0,0,0,0,0,0,1,0,0,0,0,0
78554,1,0,0,0,0,0,1,0,0,0,1,1
13981,0,0,0,0,0,0,1,0,0,0,0,0
37051,0,0,0,0,1,0,0,0,0,0,0,0
39514,1,0,0,0,0,1,0,0,0,0,0,0
201401,1,1,0,0,1,0,0,0,0,1,0,0
11678,1,0,0,0,0,0,1,0,1,0,0,0
166410,0,1,0,1,0,0,0,0,0,0,0,0
56577,0,0,0,0,0,0,1,1,0,0,0,0
168362,1,1,0,1,0,0,0,0,1,0,0,0
199268,0,1,0,0,1,0,0,1,0,0,0,0
63273,1,0,0,1,0,0,0,0,0,0,1,0
10470,0,0,0,0,0,1,0,0,1,0,0,0
9094,1,0,0,1,0,0,0,0,0,0,0,0
363892,0,1,0,0,1,0,0,0,1,0,0,0
30944,1,0,0,0,1,0,0,0,0,0,0,0
16190,3,0,0,0,1,0,0,0,0,0,0,0
45600,4,0,1,0,0,1,0,0,0,0,0,0
7929,0,0,0,0,0,1,0,0,1,0,0,0
8301,0,0,0,0,1,0,0,1,0,0,0,0
18590,0,0,0,0,0,0,1,0,0,0,0,0
456498,1,1,0,1,0,0,0,0,0,0,1,0
40762,0,0,0,0,0,1,0,0,0,0,0,0
55075,2,0,0,0,0,1,0,0,1,0,0,0
18070,0,0,0,0,0,0,1,1,0,0,0,0
12820,2,0,0,0,1,0,0,0,0,0,0,0
86056,1,0,0,0,0,0,1,0,0,1,0,0
68278,1,0,0,1,0,0,0,0,0,0,0,0
34146,0,0,0,1,0,0,0,1,0,0,0,0
47323,1,0,0,1,0,0,0,0,0,1,0,0
49078,1,0,0,0,1,0,0,1,0,0,0,0
65889,3,0,0,0,1,0,0,0,0,0,0,0
5451,0,0,0,0,1,0,0,0,0,0,0,0
53241,0,0,0,0,1,0,0,0,0,0,0,0
142916,0,1,0,0,0,1,0,1,0,0,0,0
76182,0,0,0,1,0,0,0,0,0,0,0,0
69611,0,0,0,0,0,0,1,0,0,0,0,0
17218,3,0,0,0,0,0,1,0,1,0,0,0
62092,2,0,0,0,0,0,1,0,0,1,0,0
163761,1,1,0,0,1,0,0,0,0,0,0,0
378407,0,1,0,0,0,1,0,0,0,0,0,0
402908,0,1,0,1,0,0,0,0,0,0,0,0
20383,0,0,0,0,0,0,1,0,1,0,0,0
79091,1,0,0,0,0,0,1,0,0,0,0,0
399347,0,1,0,0,0,1,0,0,0,0,0,0
142437,0,1,0,0,0,0,1,0,0,0,0,0
34205,0,0,0,0,0,0,1,0,0,0,0,0
9257,0,0,0,0,0,0,1,1,0,0,0,0
54687,0,0,0,0,1,0,0,0,0,1,0,0
29999,0,0,0,0,0,1,0,0,0,0,0,0
114721,0,1,0,0,0,0,1,1,0,0,0,0
52462,0,0,0,1,0,0,0,0,0,1,1,0
60610,0,0,0,1,0,0,0,0,0,0,1,0
84480,2,0,0,1,0,0,0,0,1,1,0,0
68443,0,0,0,0,0,0,1,1,0,0,0,0
56419,0,0,0,1,0,0,0,0,0,0,0,0
68919,0,0,0,1,0,0,0,0,0,0,0,0
40597,0,0,0,0,0,1,0,0,0,0,0,0
7347,1,0,0,0,0,1,0,0,0,0,0,0
76152,2,0,0,0,0,1,0,0,0,0,0,0
123984,0,1,0,1,0,0,0,0,0,0,0,0
52838,0,0,0,0,0,0,1,0,0,0,0,0
51246,0,0,0,0,1,0,0,0,0,0,0,0
53752,2,0,0,1,0,0,0,0,0,0,0,0
65226,0,0,0,0,0,0,1,1,1,0,0,0
72781,2,0,0,0,0,1,0,0,0,1,0,0
140435,0,1,0,0,0,0,1,1,0,0,0,0
54334,0,0,0,0,1,0,0,0,1,0,0,1
74984,1,0,0,0,1,0,0,0,0,0,0,0
51443,0,0,0,1,0,0,0,0,0,0,0,0
35268,0,0,0,1,0,0,0,0,0,0,0,0
259584,1,1,0,1,0,0,0,0,0,0,0,0
21498,2,0,0,1,0,0,0,0,0,1,0,0
179832,1,1,0,0,1,0,0,0,0,0,1,0
101779,0,1,0,1,0,0,0,1,0,0,0,1
12287,0,0,0,1,0,0,0,0,0,0,0,0
37582,0,0,0,0,0,1,0,0,0,0,1,0
409843,0,1,0,0,0,1,0,0,1,0,0,0
37521,1,0,0,0,0,1,0,0,0,1,0,1
421826,0,1,0,0,1,0,0,0,0,0,0,1
10874,0,0,0,0,1,0,0,0,0,0,0,0
70359,0,0,0,0,0,1,0,0,1,0,1,0
25482,0,0,0,1,0,0,0,0,0,0,0,0
176044,5,1,1,0,1,0,0,1,0,0,0,0
121164,0,1,0,0,0,0,1,1,0,0,1,1
58807,0,0,0,0,0,0,1,1,0,0,0,1
363924,0,1,0,0,0,0,1,0,0,0,0,0
60372,0,0,0,0,1,0,0,1,0,0,0,0
68647,1,0,0,0,1,0,0,0,0,0,0,0
71618,0,0,0,1,0,0,0,0,0,0,0,0
57462,1,0,0,0,0,0,1,0,0,0,0,0
43061,0,0,0,1,0,0,0,0,0,0,1,0
73213,1,0,0,0,0,0,1,0,1,0,0,0
68020,0,0,0,1,0,0,0,0,0,0,0,0
51441,0,0,0,1,0,0,0,0,0,0,0,0
24208,0,0,0,0,1,0,0,0,0,0,0,0
18031,0,0,0,1,0,0,0,0,0,0,0,0
12546,0,0,0,0,1,0,0,0,0,0,0,0
77163,1,0,0,1,0,0,0,0,0,0,0,0
33804,1,0,0,0,0,1,0,0,0,0,1,0
79467,0,0,0,0,0,1,0,0,0,0,0,0
49148,0,0,0,0,0,0,1,0,0,0,0,0
139193,2,1,0,0,0,0,1,1,0,0,0,0
146432,2,1,0,0,1,0,0,0,0,0,0,0
143689,1,1,0,0,0,1,0,0,0,0,0,0
25980,1,0,0,0,1,0,0,0,0,0,0,0
10446,0,0,0,1,0,0,0,0,0,0,0,0
37576,1,0,0,1,0,0,0,0,0,1,0,0
185413,1,1,0,1,0,0,0,0,0,0,0,0
10933,0,0,0,0,1,0,0,0,0,0,0,0
321349,0,1,0,0,0,1,0,0,0,0,0,0
198323,0,1,0,1,0,0,0,0,0,0,0,0
67102,0,0,0,0,0,0,1,0,0,0,0,0
73847,0,0,0,0,0,0,1,0,0,0,0,0
55503,0,0,0,0,0,1,0,0,0,1,0,0
9745,0,0,0,0,0,0,1,1,0,0,0,0
62778,0,0,0,1,0,0,0,0,0,0,0,0
37303,0,0,0,1,0,0,0,0,1,0,1,0
45624,0,0,0,0,0,0,1,0,0,0,0,0
84785,0,0,0,0,0,0,1,0,1,0,0,0
35578,1,0,0,0,0,1,0,0,0,1,0,1
175275,0,1,0,1,0,0,0,0,0,0,0,0
174061,0,1,0,0,1,0,0,0,0,1,0,0
69921,1,0,0,0,1,0,0,0,1,0,1,0
166357,1,1,0,0,1,0,0,0,0,1,0,0
131185,0,1,0,0,0,0,1,0,0,0,0,0
49433,0,0,0,1,0,0,0,0,0,0,0,0
43793,1,0,0,0,0,0,1,0,0,0,0,0
131789,0,1,0,1,0,0,0,0,1,0,0,0
203716,0,1,0,0,0,0,1,0,1,0,0,0
38806,1,0,0,0,0,0,1,1,0,1,0,0
30325,0,0,0,0,1,0,0,0,1,0,0,0
39563,1,0,0,0,1,0,0,0,0,0,1,0
14413,1,0,0,0,1,0,0,0,0,0,0,0
34274,1,0,0,1,0,0,0,0,0,0,0,0
